City,Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI,risk_level,Date,Year,Month,DayOfWeek,risk_label
Bangalore,22-06-2024,84.9,568.4,15.2,2.82,82.5,137.1,141.0,High,2024-06-22,2024,6,5,2
Delhi,23-06-2024,164.9,269.2,71.4,4.17,73.5,77.0,65.1,High,2024-06-23,2024,6,6,2
Mumbai,23-06-2024,126.9,567.2,20.0,5.64,59.8,175.3,268.5,Low,2024-06-23,2024,6,6,0
Chennai,23-06-2024,269.6,245.5,77.2,5.18,92.6,49.7,199.5,High,2024-06-23,2024,6,6,2
Kolkata,23-06-2024,122.6,570.8,80.7,0.53,42.5,3.1,381.7,High,2024-06-23,2024,6,6,2
Bangalore,23-06-2024,386.3,286.4,48.2,8.61,81.9,67.1,257.0,Moderate,2024-06-23,2024,6,6,1
Delhi,24-06-2024,34.8,125.2,121.0,8.3,48.6,184.0,262.5,Low,2024-06-24,2024,6,0,0
Mumbai,24-06-2024,229.4,362.9,74.4,3.83,64.1,66.4,6.1,Low,2024-06-24,2024,6,0,0
Chennai,24-06-2024,190.4,300.4,17.4,1.76,39.9,142.5,55.8,High,2024-06-24,2024,6,0,2
Kolkata,24-06-2024,170.9,467.5,0.8,9.27,13.1,90.2,19.1,Low,2024-06-24,2024,6,0,0
Bangalore,24-06-2024,303.0,147.6,140.8,2.24,38.0,148.4,391.6,Low,2024-06-24,2024,6,0,0
Delhi,25-06-2024,266.1,103.1,141.4,5.45,40.7,14.6,25.8,Moderate,2024-06-25,2024,6,1,1
Mumbai,25-06-2024,362.5,500.9,69.4,9.16,21.0,13.4,165.8,High,2024-06-25,2024,6,1,2
Chennai,25-06-2024,300.9,420.9,38.4,3.11,55.4,103.7,179.8,High,2024-06-25,2024,6,1,2
Kolkata,25-06-2024,166.2,12.6,78.1,2.31,66.5,77.7,73.0,High,2024-06-25,2024,6,1,2
Bangalore,25-06-2024,213.9,366.5,114.2,1.35,11.0,105.0,242.6,High,2024-06-25,2024,6,1,2
Delhi,26-06-2024,361.7,550.8,17.0,3.62,19.9,1.4,353.7,Moderate,2024-06-26,2024,6,2,1
Mumbai,26-06-2024,172.6,472.4,115.0,0.55,16.9,32.8,491.6,Low,2024-06-26,2024,6,2,0
Chennai,26-06-2024,214.8,492.1,79.6,1.95,41.9,34.1,307.7,Low,2024-06-26,2024,6,2,0
Kolkata,26-06-2024,171.2,259.2,110.9,5.92,70.6,80.1,464.9,High,2024-06-26,2024,6,2,2
Bangalore,26-06-2024,392.1,545.7,90.0,1.59,74.5,38.7,355.4,High,2024-06-26,2024,6,2,2
Delhi,27-06-2024,478.4,278.0,15.2,1.15,85.2,97.4,294.4,Low,2024-06-27,2024,6,3,0
Mumbai,27-06-2024,442.4,92.2,83.6,7.21,67.3,90.1,445.8,High,2024-06-27,2024,6,3,2
Chennai,27-06-2024,11.4,560.1,27.5,3.22,81.4,113.1,329.3,High,2024-06-27,2024,6,3,2
Kolkata,27-06-2024,418.4,201.8,59.4,7.57,27.1,110.1,367.0,High,2024-06-27,2024,6,3,2
Bangalore,27-06-2024,402.8,220.7,66.6,0.44,49.1,70.0,468.8,Low,2024-06-27,2024,6,3,0
Delhi,28-06-2024,15.3,116.0,20.2,7.15,57.8,5.5,450.6,High,2024-06-28,2024,6,4,2
Mumbai,28-06-2024,459.1,134.1,31.4,0.27,63.9,2.0,339.8,High,2024-06-28,2024,6,4,2
Chennai,28-06-2024,211.2,539.9,118.7,6.23,18.3,41.5,226.9,Moderate,2024-06-28,2024,6,4,1
Kolkata,28-06-2024,260.1,170.1,26.4,0.23,11.7,76.8,432.7,High,2024-06-28,2024,6,4,2
Bangalore,28-06-2024,394.2,432.1,127.4,6.38,23.8,25.7,371.5,High,2024-06-28,2024,6,4,2
Delhi,29-06-2024,11.9,509.9,92.5,9.95,29.7,188.7,59.4,High,2024-06-29,2024,6,5,2
Mumbai,29-06-2024,50.0,419.6,73.3,7.03,21.7,74.7,91.9,Moderate,2024-06-29,2024,6,5,1
Chennai,29-06-2024,412.0,593.5,92.4,8.59,65.2,77.1,154.4,High,2024-06-29,2024,6,5,2
Kolkata,29-06-2024,325.9,491.3,30.0,7.62,79.8,29.9,420.2,Moderate,2024-06-29,2024,6,5,1
Bangalore,29-06-2024,337.9,597.0,41.6,4.92,76.4,40.6,151.5,Moderate,2024-06-29,2024,6,5,1
Delhi,30-06-2024,15.6,81.7,12.2,4.95,69.5,77.0,497.9,High,2024-06-30,2024,6,6,2
Mumbai,30-06-2024,119.0,100.7,37.7,7.21,43.9,157.2,305.6,High,2024-06-30,2024,6,6,2
Chennai,30-06-2024,311.7,231.7,139.9,6.47,22.3,21.0,330.9,High,2024-06-30,2024,6,6,2
Kolkata,30-06-2024,111.9,553.2,78.5,0.67,91.1,117.8,184.3,Low,2024-06-30,2024,6,6,0
Bangalore,30-06-2024,191.2,62.8,20.0,8.05,94.8,76.1,219.4,Low,2024-06-30,2024,6,6,0
Delhi,01-07-2024,328.3,191.7,111.8,8.41,88.9,29.2,213.5,Low,2024-07-01,2024,7,0,0
Mumbai,01-07-2024,354.0,471.2,15.5,8.41,47.0,78.6,77.3,High,2024-07-01,2024,7,0,2
Chennai,01-07-2024,243.5,491.0,95.4,9.56,58.4,172.6,154.4,Low,2024-07-01,2024,7,0,0
Kolkata,01-07-2024,411.2,586.6,110.1,9.27,33.6,148.6,268.1,Low,2024-07-01,2024,7,0,0
Bangalore,01-07-2024,168.7,419.0,27.2,4.62,12.9,188.1,19.4,High,2024-07-01,2024,7,0,2
Delhi,02-07-2024,135.5,564.3,79.0,2.39,19.3,155.4,127.6,High,2024-07-02,2024,7,1,2
Mumbai,02-07-2024,159.4,136.3,51.3,7.43,57.0,79.3,179.7,Moderate,2024-07-02,2024,7,1,1
Chennai,02-07-2024,382.3,375.1,22.9,4.09,52.7,118.7,398.2,Moderate,2024-07-02,2024,7,1,1
Kolkata,02-07-2024,253.0,205.7,71.4,9.72,82.3,118.5,390.0,Low,2024-07-02,2024,7,1,0
Bangalore,02-07-2024,41.2,46.8,35.5,1.05,36.7,43.5,11.5,High,2024-07-02,2024,7,1,2
Delhi,03-07-2024,247.9,415.7,20.3,8.51,1.9,175.8,56.8,Low,2024-07-03,2024,7,2,0
Mumbai,03-07-2024,131.0,335.8,149.2,4.06,11.8,28.9,108.4,Low,2024-07-03,2024,7,2,0
Chennai,03-07-2024,285.4,8.9,118.8,1.82,67.5,83.8,375.6,High,2024-07-03,2024,7,2,2
Kolkata,03-07-2024,1.6,56.3,129.4,6.22,38.2,89.6,12.6,High,2024-07-03,2024,7,2,2
Bangalore,03-07-2024,329.6,120.3,79.1,2.93,39.4,94.8,105.7,Low,2024-07-03,2024,7,2,0
Delhi,04-07-2024,388.7,343.1,21.9,4.07,10.9,48.4,64.0,High,2024-07-04,2024,7,3,2
Mumbai,04-07-2024,417.0,144.9,62.0,4.4,13.4,125.3,351.5,Low,2024-07-04,2024,7,3,0
Chennai,04-07-2024,92.2,327.4,13.8,3.47,44.5,53.7,357.3,Moderate,2024-07-04,2024,7,3,1
Kolkata,04-07-2024,357.9,19.9,25.8,8.68,21.0,143.2,156.3,Low,2024-07-04,2024,7,3,0
Bangalore,04-07-2024,258.7,10.6,108.3,8.55,44.5,189.2,134.7,Moderate,2024-07-04,2024,7,3,1
Delhi,05-07-2024,482.6,223.0,19.3,7.39,80.4,47.9,263.1,Low,2024-07-05,2024,7,4,0
Mumbai,05-07-2024,154.6,69.2,120.0,8.38,20.6,178.8,161.3,Low,2024-07-05,2024,7,4,0
Chennai,05-07-2024,475.1,497.7,131.0,6.93,29.8,135.0,362.9,High,2024-07-05,2024,7,4,2
Kolkata,05-07-2024,374.0,587.8,109.3,4.66,54.4,191.7,232.7,High,2024-07-05,2024,7,4,2
Bangalore,05-07-2024,286.3,183.3,118.0,3.53,98.5,113.8,68.1,High,2024-07-05,2024,7,4,2
Delhi,06-07-2024,9.5,452.0,49.1,0.63,2.4,128.5,296.5,High,2024-07-06,2024,7,5,2
Mumbai,06-07-2024,45.1,281.3,120.8,4.92,63.2,62.8,281.3,Moderate,2024-07-06,2024,7,5,1
Chennai,06-07-2024,390.8,140.9,146.7,7.5,28.4,42.2,315.1,Low,2024-07-06,2024,7,5,0
Kolkata,06-07-2024,233.1,140.3,130.5,7.09,74.7,180.0,38.9,High,2024-07-06,2024,7,5,2
Bangalore,06-07-2024,97.4,123.5,23.0,1.89,32.4,72.8,86.3,Low,2024-07-06,2024,7,5,0
Delhi,07-07-2024,379.7,238.2,100.8,0.81,78.9,21.4,295.3,High,2024-07-07,2024,7,6,2
Mumbai,07-07-2024,163.8,21.3,33.8,4.36,93.4,119.7,366.4,High,2024-07-07,2024,7,6,2
Chennai,07-07-2024,7.5,428.5,75.7,5.36,78.4,38.2,202.8,Moderate,2024-07-07,2024,7,6,1
Kolkata,07-07-2024,280.6,2.0,106.8,9.84,14.0,94.5,403.7,Low,2024-07-07,2024,7,6,0
Bangalore,07-07-2024,255.0,427.2,11.4,0.08,26.1,45.6,426.5,High,2024-07-07,2024,7,6,2
Delhi,08-07-2024,183.4,169.1,95.6,1.14,32.2,179.0,303.9,Moderate,2024-07-08,2024,7,0,1
Mumbai,08-07-2024,349.2,132.0,13.0,9.49,32.0,186.0,284.4,High,2024-07-08,2024,7,0,2
Chennai,08-07-2024,435.2,509.7,45.6,1.56,24.8,120.1,173.9,Moderate,2024-07-08,2024,7,0,1
Kolkata,08-07-2024,44.4,76.9,129.7,3.32,52.9,150.7,171.6,Low,2024-07-08,2024,7,0,0
Bangalore,08-07-2024,134.0,445.4,79.3,0.11,66.0,71.7,465.7,High,2024-07-08,2024,7,0,2
Delhi,09-07-2024,441.2,162.1,85.1,6.01,36.2,127.0,125.0,Low,2024-07-09,2024,7,1,0
Mumbai,09-07-2024,377.3,19.3,68.4,2.16,49.3,185.2,334.9,Low,2024-07-09,2024,7,1,0
Chennai,09-07-2024,264.7,105.5,105.3,7.65,19.3,90.8,268.1,High,2024-07-09,2024,7,1,2
Kolkata,09-07-2024,266.3,594.6,58.7,3.03,71.0,86.7,485.2,Moderate,2024-07-09,2024,7,1,1
Bangalore,09-07-2024,398.9,535.5,72.9,5.6,44.0,161.7,347.6,Moderate,2024-07-09,2024,7,1,1
Delhi,10-07-2024,185.7,155.3,137.3,5.5,54.8,123.7,486.6,High,2024-07-10,2024,7,2,2
Mumbai,10-07-2024,459.9,588.9,105.3,9.21,40.5,72.1,39.7,High,2024-07-10,2024,7,2,2
Chennai,10-07-2024,407.2,471.6,81.0,9.0,85.4,94.6,28.1,High,2024-07-10,2024,7,2,2
Kolkata,10-07-2024,441.8,165.0,82.3,4.37,65.7,126.3,494.1,High,2024-07-10,2024,7,2,2
Bangalore,10-07-2024,486.5,502.4,59.8,0.42,57.3,113.5,424.8,High,2024-07-10,2024,7,2,2
Delhi,11-07-2024,488.0,135.6,119.4,0.92,64.1,37.3,293.9,High,2024-07-11,2024,7,3,2
Mumbai,11-07-2024,446.2,527.8,53.9,5.27,28.9,101.5,391.1,High,2024-07-11,2024,7,3,2
Chennai,11-07-2024,303.8,477.9,100.5,4.4,86.0,11.9,344.5,High,2024-07-11,2024,7,3,2
Kolkata,11-07-2024,273.5,383.9,148.5,4.75,82.9,148.9,249.4,High,2024-07-11,2024,7,3,2
Bangalore,11-07-2024,206.9,59.9,131.6,6.15,37.9,141.2,182.4,High,2024-07-11,2024,7,3,2
Delhi,12-07-2024,144.2,454.4,5.8,5.5,21.5,196.9,493.3,High,2024-07-12,2024,7,4,2
Mumbai,12-07-2024,48.6,374.3,117.9,7.32,11.3,131.9,106.5,High,2024-07-12,2024,7,4,2
Chennai,12-07-2024,292.5,316.5,106.4,8.1,65.2,0.6,494.2,High,2024-07-12,2024,7,4,2
Kolkata,12-07-2024,205.1,406.0,79.0,4.1,0.0,135.8,171.2,Moderate,2024-07-12,2024,7,4,1
Bangalore,12-07-2024,235.2,470.8,40.9,5.04,36.0,52.2,232.3,High,2024-07-12,2024,7,4,2
Delhi,13-07-2024,473.0,294.8,131.2,4.93,73.9,173.6,217.7,Low,2024-07-13,2024,7,5,0
Mumbai,13-07-2024,334.8,521.6,4.7,5.72,72.7,1.9,110.1,Moderate,2024-07-13,2024,7,5,1
Chennai,13-07-2024,348.6,530.5,132.5,5.08,11.8,66.3,441.8,Low,2024-07-13,2024,7,5,0
Kolkata,13-07-2024,303.5,535.8,117.1,6.8,62.2,173.7,360.9,High,2024-07-13,2024,7,5,2
Bangalore,13-07-2024,191.0,503.9,40.7,9.87,55.3,185.8,396.5,High,2024-07-13,2024,7,5,2
Delhi,14-07-2024,152.4,271.4,102.8,8.35,47.0,136.2,199.7,Moderate,2024-07-14,2024,7,6,1
Mumbai,14-07-2024,387.2,536.3,28.1,7.27,71.3,190.9,435.9,High,2024-07-14,2024,7,6,2
Chennai,14-07-2024,486.6,164.1,57.3,0.93,34.6,178.3,246.1,Low,2024-07-14,2024,7,6,0
Kolkata,14-07-2024,404.8,387.3,42.6,2.14,22.4,83.6,215.3,High,2024-07-14,2024,7,6,2
Bangalore,14-07-2024,198.4,496.9,92.2,4.47,85.9,2.4,402.2,High,2024-07-14,2024,7,6,2
Delhi,15-07-2024,394.2,173.8,47.7,2.44,73.2,94.6,437.4,Low,2024-07-15,2024,7,0,0
Mumbai,15-07-2024,253.2,118.3,93.9,9.05,88.0,66.0,250.8,Low,2024-07-15,2024,7,0,0
Chennai,15-07-2024,186.4,201.5,76.0,1.01,12.9,147.0,475.6,Low,2024-07-15,2024,7,0,0
Kolkata,15-07-2024,143.7,205.7,103.0,1.88,94.1,95.9,440.1,High,2024-07-15,2024,7,0,2
Bangalore,15-07-2024,1.7,597.1,115.3,6.89,65.0,54.2,98.1,High,2024-07-15,2024,7,0,2
Delhi,16-07-2024,244.2,547.0,43.7,6.04,45.7,168.9,484.8,High,2024-07-16,2024,7,1,2
Mumbai,16-07-2024,135.1,396.6,43.7,3.98,74.8,191.1,346.0,High,2024-07-16,2024,7,1,2
Chennai,16-07-2024,26.2,139.1,89.0,1.48,90.8,76.4,93.5,High,2024-07-16,2024,7,1,2
Kolkata,16-07-2024,165.3,38.4,26.3,9.22,83.0,188.8,434.2,Moderate,2024-07-16,2024,7,1,1
Bangalore,16-07-2024,381.8,283.2,27.2,3.4,76.8,185.4,438.7,Low,2024-07-16,2024,7,1,0
Delhi,17-07-2024,300.2,301.6,88.7,5.62,71.2,158.8,358.9,High,2024-07-17,2024,7,2,2
Mumbai,17-07-2024,338.3,53.5,116.8,5.73,54.6,131.6,145.3,High,2024-07-17,2024,7,2,2
Chennai,17-07-2024,360.5,113.1,102.4,6.9,3.0,134.8,285.1,High,2024-07-17,2024,7,2,2
Kolkata,17-07-2024,135.9,235.4,116.6,1.99,86.3,133.1,400.0,Moderate,2024-07-17,2024,7,2,1
Bangalore,17-07-2024,236.7,478.4,140.5,7.79,17.3,103.5,429.4,High,2024-07-17,2024,7,2,2
Delhi,18-07-2024,35.9,581.2,61.3,8.47,44.0,109.1,143.5,High,2024-07-18,2024,7,3,2
Mumbai,18-07-2024,479.3,320.4,121.5,9.24,0.7,20.1,431.0,High,2024-07-18,2024,7,3,2
Chennai,18-07-2024,7.7,144.4,64.2,7.47,6.7,69.1,384.7,High,2024-07-18,2024,7,3,2
Kolkata,18-07-2024,154.2,71.6,69.7,4.08,70.7,155.6,413.3,High,2024-07-18,2024,7,3,2
Bangalore,18-07-2024,468.6,337.3,5.3,6.11,3.0,117.0,410.7,High,2024-07-18,2024,7,3,2
Delhi,19-07-2024,173.4,233.3,123.2,3.79,11.6,68.4,227.6,Moderate,2024-07-19,2024,7,4,1
Mumbai,19-07-2024,116.4,581.5,42.7,2.37,2.3,172.5,218.9,High,2024-07-19,2024,7,4,2
Chennai,19-07-2024,103.0,220.3,77.7,7.74,75.8,149.0,332.7,High,2024-07-19,2024,7,4,2
Kolkata,19-07-2024,176.4,467.1,122.7,9.41,49.0,44.7,198.4,High,2024-07-19,2024,7,4,2
Bangalore,19-07-2024,392.6,41.7,99.9,2.88,55.9,154.1,351.4,High,2024-07-19,2024,7,4,2
Delhi,20-07-2024,169.4,278.1,122.4,3.55,78.6,119.1,370.6,High,2024-07-20,2024,7,5,2
Mumbai,20-07-2024,373.0,18.9,76.3,6.09,6.5,118.6,118.9,Moderate,2024-07-20,2024,7,5,1
Chennai,20-07-2024,266.6,82.8,75.7,0.56,72.3,87.1,438.0,Low,2024-07-20,2024,7,5,0
Kolkata,20-07-2024,260.0,44.6,94.1,9.55,80.0,40.9,414.7,High,2024-07-20,2024,7,5,2
Bangalore,20-07-2024,138.0,523.2,121.1,3.62,8.1,116.0,337.1,High,2024-07-20,2024,7,5,2
Delhi,21-07-2024,231.4,501.2,15.7,5.42,4.2,139.9,19.5,Low,2024-07-21,2024,7,6,0
Mumbai,21-07-2024,145.7,124.0,21.0,4.24,11.4,11.7,315.3,High,2024-07-21,2024,7,6,2
Chennai,21-07-2024,123.4,327.6,67.7,4.08,49.2,180.0,258.3,High,2024-07-21,2024,7,6,2
Kolkata,21-07-2024,53.1,106.1,59.2,5.08,29.0,187.4,103.6,High,2024-07-21,2024,7,6,2
Bangalore,21-07-2024,268.8,134.9,119.8,0.35,81.7,146.6,140.4,Moderate,2024-07-21,2024,7,6,1
Delhi,22-07-2024,34.6,263.1,57.5,6.24,58.4,184.7,163.8,Moderate,2024-07-22,2024,7,0,1
Mumbai,22-07-2024,190.3,529.6,24.9,0.71,74.0,45.0,93.7,High,2024-07-22,2024,7,0,2
Chennai,22-07-2024,249.6,239.4,143.1,7.11,3.1,27.6,222.4,Moderate,2024-07-22,2024,7,0,1
Kolkata,22-07-2024,384.3,173.9,66.2,4.53,44.0,35.9,340.8,High,2024-07-22,2024,7,0,2
Bangalore,22-07-2024,177.5,281.7,103.9,4.78,42.0,114.3,478.3,Moderate,2024-07-22,2024,7,0,1
Delhi,23-07-2024,11.9,290.1,43.1,8.87,10.3,79.3,280.1,Low,2024-07-23,2024,7,1,0
Mumbai,23-07-2024,342.6,320.8,22.0,8.4,78.5,39.7,444.4,Moderate,2024-07-23,2024,7,1,1
Chennai,23-07-2024,432.9,229.7,85.6,6.26,32.6,70.6,80.9,High,2024-07-23,2024,7,1,2
Kolkata,23-07-2024,394.0,456.7,146.6,0.32,87.4,32.3,76.8,High,2024-07-23,2024,7,1,2
Bangalore,23-07-2024,46.6,416.5,61.6,9.75,88.9,6.2,64.3,High,2024-07-23,2024,7,1,2
Delhi,24-07-2024,421.3,359.1,6.8,0.62,82.1,26.2,97.0,High,2024-07-24,2024,7,2,2
Mumbai,24-07-2024,255.5,136.6,9.2,0.46,23.1,9.6,374.0,Moderate,2024-07-24,2024,7,2,1
Chennai,24-07-2024,214.8,22.1,34.8,4.01,18.3,74.1,386.0,Low,2024-07-24,2024,7,2,0
Kolkata,24-07-2024,116.9,563.1,133.8,5.42,27.8,109.5,236.6,High,2024-07-24,2024,7,2,2
Bangalore,24-07-2024,6.4,556.3,62.8,8.46,93.0,15.7,144.9,High,2024-07-24,2024,7,2,2
Delhi,25-07-2024,252.1,18.6,98.7,4.97,99.8,174.8,388.9,Low,2024-07-25,2024,7,3,0
Mumbai,25-07-2024,19.9,384.5,15.3,7.02,44.7,40.7,31.7,Low,2024-07-25,2024,7,3,0
Chennai,25-07-2024,173.7,154.9,1.5,4.59,10.1,195.2,425.2,Low,2024-07-25,2024,7,3,0
Kolkata,25-07-2024,181.2,92.0,135.8,0.23,2.9,59.0,82.5,High,2024-07-25,2024,7,3,2
Bangalore,25-07-2024,208.0,145.4,35.9,3.17,25.7,28.9,143.4,Low,2024-07-25,2024,7,3,0
Delhi,26-07-2024,252.6,510.6,14.3,8.82,64.7,79.6,275.9,Low,2024-07-26,2024,7,4,0
Mumbai,26-07-2024,248.6,255.6,55.4,7.83,86.9,6.7,71.8,Low,2024-07-26,2024,7,4,0
Chennai,26-07-2024,233.0,390.9,21.3,3.48,77.4,23.1,176.5,High,2024-07-26,2024,7,4,2
Kolkata,26-07-2024,142.0,387.0,15.5,0.17,6.8,126.2,28.2,Low,2024-07-26,2024,7,4,0
Bangalore,26-07-2024,45.8,239.6,149.7,3.17,10.9,6.2,187.0,High,2024-07-26,2024,7,4,2
Delhi,27-07-2024,426.6,152.9,102.3,7.03,48.5,133.9,409.6,High,2024-07-27,2024,7,5,2
Mumbai,27-07-2024,386.2,280.6,140.1,8.33,96.1,37.4,244.1,High,2024-07-27,2024,7,5,2
Chennai,27-07-2024,294.4,13.6,87.4,1.87,32.7,166.5,173.3,Low,2024-07-27,2024,7,5,0
Kolkata,27-07-2024,240.4,271.4,138.5,0.62,40.1,82.7,481.5,Low,2024-07-27,2024,7,5,0
Bangalore,27-07-2024,79.0,446.4,131.7,7.77,76.6,73.4,432.5,Low,2024-07-27,2024,7,5,0
Delhi,28-07-2024,134.5,188.8,63.6,4.85,62.7,47.6,335.6,High,2024-07-28,2024,7,6,2
Mumbai,28-07-2024,87.5,535.2,41.8,1.75,82.4,51.1,91.5,Moderate,2024-07-28,2024,7,6,1
Chennai,28-07-2024,466.3,80.1,1.6,2.01,72.5,92.4,22.9,Low,2024-07-28,2024,7,6,0
Kolkata,28-07-2024,3.4,166.2,145.7,9.99,70.5,178.2,378.3,High,2024-07-28,2024,7,6,2
Bangalore,28-07-2024,492.5,317.8,42.0,1.7,25.4,35.1,333.9,High,2024-07-28,2024,7,6,2
Delhi,29-07-2024,228.5,569.1,71.7,2.42,3.1,10.2,480.2,High,2024-07-29,2024,7,0,2
Mumbai,29-07-2024,209.9,374.8,104.5,1.48,29.9,101.3,322.5,Low,2024-07-29,2024,7,0,0
Chennai,29-07-2024,260.6,236.2,18.9,6.48,46.1,66.5,458.5,High,2024-07-29,2024,7,0,2
Kolkata,29-07-2024,334.0,90.1,144.8,6.7,25.8,131.7,325.2,High,2024-07-29,2024,7,0,2
Bangalore,29-07-2024,483.3,254.6,48.6,1.97,49.7,114.0,487.8,High,2024-07-29,2024,7,0,2
Delhi,30-07-2024,98.8,94.0,41.7,7.63,29.0,23.9,61.7,Moderate,2024-07-30,2024,7,1,1
Mumbai,30-07-2024,291.6,141.9,34.6,8.6,93.5,77.4,227.5,High,2024-07-30,2024,7,1,2
Chennai,30-07-2024,247.9,329.8,105.1,7.04,33.7,124.3,149.2,Moderate,2024-07-30,2024,7,1,1
Kolkata,30-07-2024,440.0,491.7,9.7,8.36,91.3,88.6,241.2,Low,2024-07-30,2024,7,1,0
Bangalore,30-07-2024,324.1,369.2,62.4,3.75,23.0,93.7,73.5,Low,2024-07-30,2024,7,1,0
Delhi,31-07-2024,426.5,319.9,144.0,1.21,90.7,101.7,435.8,Low,2024-07-31,2024,7,2,0
Mumbai,31-07-2024,495.8,233.8,139.2,7.09,15.5,14.7,139.0,High,2024-07-31,2024,7,2,2
Chennai,31-07-2024,345.0,440.4,4.6,6.91,3.2,63.9,94.9,High,2024-07-31,2024,7,2,2
Kolkata,31-07-2024,281.8,558.8,92.8,8.98,63.6,16.5,436.0,High,2024-07-31,2024,7,2,2
Bangalore,31-07-2024,452.6,90.2,21.0,5.76,72.8,197.8,65.3,High,2024-07-31,2024,7,2,2
Delhi,01-08-2024,69.6,169.1,17.9,5.17,1.1,86.3,346.9,High,2024-08-01,2024,8,3,2
Mumbai,01-08-2024,299.1,582.5,145.8,9.9,95.1,71.7,471.6,Moderate,2024-08-01,2024,8,3,1
Chennai,01-08-2024,115.7,559.9,81.7,1.19,9.8,95.7,332.9,Moderate,2024-08-01,2024,8,3,1
Kolkata,01-08-2024,10.0,177.1,102.7,4.77,38.8,93.9,259.8,Moderate,2024-08-01,2024,8,3,1
Bangalore,01-08-2024,110.0,510.6,70.8,4.56,10.2,182.2,198.6,High,2024-08-01,2024,8,3,2
Delhi,02-08-2024,261.4,127.2,94.7,3.26,16.0,72.1,440.2,Moderate,2024-08-02,2024,8,4,1
Mumbai,02-08-2024,115.0,472.9,9.9,3.84,80.5,174.7,403.6,Low,2024-08-02,2024,8,4,0
Chennai,02-08-2024,272.8,546.5,106.2,4.19,43.0,189.9,274.0,Low,2024-08-02,2024,8,4,0
Kolkata,02-08-2024,429.2,257.6,119.4,6.54,74.9,152.2,246.6,Moderate,2024-08-02,2024,8,4,1
Bangalore,02-08-2024,347.4,434.7,57.2,1.93,47.0,107.8,432.6,Low,2024-08-02,2024,8,4,0
Delhi,03-08-2024,466.4,10.0,36.6,7.37,21.1,51.4,115.2,Low,2024-08-03,2024,8,5,0
Mumbai,03-08-2024,336.7,520.0,85.5,1.83,13.5,24.5,83.2,Moderate,2024-08-03,2024,8,5,1
Chennai,03-08-2024,65.6,493.6,137.3,1.55,67.3,136.7,149.8,Low,2024-08-03,2024,8,5,0
Kolkata,03-08-2024,444.6,476.9,82.5,0.27,46.7,6.9,385.3,Moderate,2024-08-03,2024,8,5,1
Bangalore,03-08-2024,259.0,277.2,11.8,5.85,63.5,59.5,309.0,Moderate,2024-08-03,2024,8,5,1
Delhi,04-08-2024,156.4,34.3,33.2,7.01,85.8,160.3,101.6,High,2024-08-04,2024,8,6,2
Mumbai,04-08-2024,63.0,470.2,30.8,7.92,8.0,77.0,388.5,High,2024-08-04,2024,8,6,2
Chennai,04-08-2024,352.9,11.6,25.0,2.26,69.6,134.6,489.4,Low,2024-08-04,2024,8,6,0
Kolkata,04-08-2024,339.9,477.6,9.1,0.0,88.4,104.3,490.1,Low,2024-08-04,2024,8,6,0
Bangalore,04-08-2024,189.3,5.0,97.9,9.16,43.8,114.8,135.6,Low,2024-08-04,2024,8,6,0
Delhi,05-08-2024,260.6,155.9,137.6,6.09,1.4,49.1,396.4,Low,2024-08-05,2024,8,0,0
Mumbai,05-08-2024,358.6,444.9,23.6,1.41,98.7,105.6,481.4,Low,2024-08-05,2024,8,0,0
Chennai,05-08-2024,469.2,544.5,106.2,5.18,11.7,34.6,91.5,High,2024-08-05,2024,8,0,2
Kolkata,05-08-2024,263.2,329.7,54.8,2.56,67.9,192.5,114.6,Low,2024-08-05,2024,8,0,0
Bangalore,05-08-2024,157.1,23.5,147.5,1.7,57.1,146.8,97.5,High,2024-08-05,2024,8,0,2
Delhi,06-08-2024,370.8,164.1,80.2,9.51,78.8,37.8,453.2,Low,2024-08-06,2024,8,1,0
Mumbai,06-08-2024,26.4,394.6,133.9,1.81,5.3,120.9,120.8,Low,2024-08-06,2024,8,1,0
Chennai,06-08-2024,371.3,179.1,110.4,5.59,40.9,170.2,371.6,High,2024-08-06,2024,8,1,2
Kolkata,06-08-2024,444.1,582.1,121.8,8.08,53.0,68.6,67.2,Low,2024-08-06,2024,8,1,0
Bangalore,06-08-2024,1.1,520.9,124.4,5.93,29.9,176.8,403.7,High,2024-08-06,2024,8,1,2
Delhi,07-08-2024,481.2,70.3,144.0,0.25,76.6,7.2,345.6,Low,2024-08-07,2024,8,2,0
Mumbai,07-08-2024,277.0,417.1,104.1,5.09,88.7,35.7,471.9,High,2024-08-07,2024,8,2,2
Chennai,07-08-2024,347.2,1.4,44.4,4.82,20.5,43.4,209.4,High,2024-08-07,2024,8,2,2
Kolkata,07-08-2024,320.4,323.3,94.1,8.25,8.9,171.7,59.5,Low,2024-08-07,2024,8,2,0
Bangalore,07-08-2024,150.7,465.9,87.0,8.45,28.7,45.6,408.9,Low,2024-08-07,2024,8,2,0
Delhi,08-08-2024,403.1,520.7,48.3,2.66,54.5,45.5,481.5,High,2024-08-08,2024,8,3,2
Mumbai,08-08-2024,150.2,518.4,3.8,9.67,23.8,185.8,8.0,High,2024-08-08,2024,8,3,2
Chennai,08-08-2024,423.3,55.6,86.9,2.16,96.1,44.1,241.0,High,2024-08-08,2024,8,3,2
